ts_code,trade_date,lookback_n,is_full_window,open,high,low,close,vol,amount,TR,MA,ATR,Z,adf_pvalue,kpss_pvalue,hurst,adf_ok,kpss_ok,hurst_ok,ou_valid,ou_a,ou_b,kappa,theta,sigma_ou,HL,half_life,steady_std_s,kappa_cv,kappa_mean,kappa_recent_positive,kappa_n_windows,hl_ok,kappa_cv_ok,grid_K,grid_n_layers,grid_spacing,grid_depth_z,grid_depth_ok,mean_reversion_pass,grid_1_buy,grid_1_sell,grid_2_buy,grid_2_sell,grid_3_buy,grid_3_sell,grid_4_buy,grid_4_sell,grid_5_buy,grid_5_sell
600519.SH,2025-07-23,250,True,1444.41,1469.97,1444.36,1450.8,45044.84,6676301.462,29.519999999999982,1404.0586666666668,17.081999999999994,2.7362916130039325,1.8082336049822355e-06,0.1,0.31520403876527486,True,True,True,True,-0.0013670610686793941,0.8964208349627906,0.10934529439510014,-0.013198224451686743,0.7511907782569665,6.339067304125397,6.339067304125397,1.6063315923871297,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.270499999999998,1.25,True,True,1399.79,1404.06,1395.52,1399.79,1391.25,1395.52,1386.98,1391.25,1382.71,1386.98
600519.SH,2025-07-24,250,True,1451.29,1473.91,1450.31,1466.53,38803.64,5786337.377,23.600000000000136,1409.034,17.29200000000001,3.325005783021041,1.987633901005652e-06,0.1,0.3181057312587632,True,True,True,True,0.002808360859809234,0.900556093308,0.10474282501464348,0.02824065297944655,0.7517518730233727,6.617610136666072,6.617610136666072,1.6424697490104363,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.323000000000002,1.25,True,True,1404.71,1409.03,1400.39,1404.71,1396.07,1400.39,1391.74,1396.07,1387.42,1391.74
600519.SH,2025-07-25,250,True,1466.43,1466.43,1428.68,1430.64,41911.26,6140078.741,37.84999999999991,1411.1826666666668,18.205499999999994,1.0687612717768415,7.172013725143623e-07,0.1,0.3158471774210017,True,True,True,True,-0.006162767539526647,0.8898542545134626,0.11669758863955385,-0.05595102663570325,0.7668989641213303,5.939687260384469,5.939687260384469,1.5874213324178863,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.551374999999998,1.25,True,True,1406.63,1411.18,1402.08,1406.63,1397.53,1402.08,1392.98,1397.53,1388.43,1392.98
600519.SH,2025-07-28,250,True,1428.68,1430.63,1412.26,1414.58,38586.32,5560966.386,18.38000000000011,1413.016,18.5725,0.08421052631578144,5.986287665076256e-07,0.1,0.3138384306888946,True,True,True,True,-0.01281175058172005,0.8878221593638366,0.11898382703354948,-0.11420928152177189,0.7682154802783596,5.825557958935888,5.825557958935888,1.5747952266591074,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.643125,1.25,True,True,1408.37,1413.02,1403.73,1408.37,1399.09,1403.73,1394.44,1399.09,1389.8,1394.44
600519.SH,2025-07-29,250,True,1415.5,1424.54,1410.99,1414.91,26304.08,3785848.102,13.549999999999955,1414.5166666666667,18.826,0.020893091115129627,6.758972520003228e-07,0.1,0.3129434658738863,True,True,True,True,-0.01293648227653327,0.8878280461702948,0.1189771964410602,-0.1153272438864076,0.7682177257208364,5.8258826169544315,5.8258826169544315,1.5748437108220028,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.7065,1.25,True,True,1409.81,1414.52,1405.1,1409.81,1400.4,1405.1,1395.69,1400.4,1390.98,1395.69
600519.SH,2025-07-30,250,True,1419.83,1432.77,1412.94,1425.18,31867.71,4612883.04,19.829999999999927,1416.5200000000002,19.089499999999997,0.4536525314963648,9.860688124947508e-07,0.1,0.3133449832857177,True,True,True,True,-0.014420099325989559,0.8866944992753797,0.1202547762069601,-0.12726742509206523,0.7674187329854448,5.763988778017678,5.763988778017678,1.564826640692832,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.772374999999999,1.25,True,True,1411.75,1416.52,1406.98,1411.75,1402.2,1406.98,1397.43,1402.2,1392.66,1397.43
600519.SH,2025-07-31,250,True,1418.84,1420.68,1394.26,1397.87,51797.51,7386302.758,30.920000000000073,1416.2033333333334,19.91350000000001,-0.9206484713050682,4.678423225107337e-07,0.1,0.3123112266025742,True,True,True,True,-0.01700399572382129,0.8872614013203243,0.11961563736021376,-0.15082674366154536,0.7709867314685043,5.794787335978349,5.794787335978349,1.5762965564508553,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.978375000000002,1.25,True,True,1411.22,1416.2,1406.25,1411.22,1401.27,1406.25,1396.29,1401.27,1391.31,1396.29
600519.SH,2025-08-01,250,True,1398.07,1402.09,1390.33,1393.28,29635.59,4200850.79,11.759999999999991,1415.548,19.42600000000001,-1.1462987748378473,4.38134669632998e-07,0.1,0.31263432794424895,True,True,True,True,-0.013445277655752529,0.8891745906875644,0.11746167277545594,-0.12131944956637172,0.7665464572844651,5.901049799324678,5.901049799324678,1.5815225633591807,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.856500000000002,1.25,True,True,1410.69,1415.55,1405.84,1410.69,1400.98,1405.84,1396.12,1400.98,1391.27,1396.12
600519.SH,2025-08-04,250,True,1391.31,1396.03,1390.33,1395.24,18687.95,2647105.74,5.7000000000000455,1415.246,19.048000000000012,-1.0502939941201215,3.192410941766093e-07,0.1,0.311917020091541,True,True,True,True,-0.012076852772674495,0.8889392387525327,0.11772639366397214,-0.10874095078246998,0.7662499152055313,5.887780632594621,5.887780632594621,1.579132316844426,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.762000000000003,1.25,True,True,1410.48,1415.25,1405.72,1410.48,1400.96,1405.72,1396.2,1400.96,1391.44,1396.2
600519.SH,2025-08-05,250,True,1397.21,1406.0,1393.39,1403.84,25342.27,3607931.488,12.6099999999999,1416.3433333333335,19.221000000000004,-0.6505037892582881,5.526502461041087e-07,0.1,0.31156262992714356,True,True,True,True,-0.00995804049440678,0.8881712342942457,0.1185907231671152,-0.0890472181424996,0.7666335653795338,5.844868485903226,5.844868485903226,1.574154928507384,0.06934420885221984,0.11420051947976724,True,6,True,True,0.25,5,4.805250000000001,1.25,True,True,1411.54,1416.34,1406.73,1411.54,1401.93,1406.73,1397.12,1401.93,1392.32,1397.12
